:START_ID,:END_ID,:TYPE,family_unit_id,claim_1,claim_2,fraud_signal
CUST-OH-6876-4181,CUST-OH-1556-2396,SHARED_CLAIM_EXPOSURE,FAM-MART-OH-0117,CLM-687698,CLM-155604,REVIEW
CUST-OH-9140-8310,CUST-OH-4637-4701,SHARED_CLAIM_EXPOSURE,FAM-MART-OH-0117,CLM-914088,CLM-463727,REVIEW
CUST-OH-9140-8310,CUST-OH-9968-9105,SHARED_CLAIM_EXPOSURE,FAM-MART-OH-0117,CLM-914088,CLM-996850,REVIEW
CUST-OH-9140-8310,CUST-OH-9523-8454,SHARED_CLAIM_EXPOSURE,FAM-MART-OH-0117,CLM-914088,CLM-952300,REVIEW
CUST-OH-9140-8310,CUST-OH-4694-2656,SHARED_CLAIM_EXPOSURE,FAM-MART-OH-0117,CLM-914088,CLM-469426,REVIEW
CUST-OH-9140-8310,CUST-OH-1556-2396,SHARED_CLAIM_EXPOSURE,FAM-MART-OH-0117,CLM-914088,CLM-155604,REVIEW
CUST-OH-4637-4701,CUST-OH-9968-9105,SHARED_CLAIM_EXPOSURE,FAM-MART-OH-0117,CLM-463727,CLM-996850,REVIEW
CUST-OH-4637-4701,CUST-OH-9523-8454,SHARED_CLAIM_EXPOSURE,FAM-MART-OH-0117,CLM-463727,CLM-952300,REVIEW
CUST-OH-4637-4701,CUST-OH-4694-2656,SHARED_CLAIM_EXPOSURE,FAM-MART-OH-0117,CLM-463727,CLM-469426,REVIEW
CUST-OH-4637-4701,CUST-OH-1556-2396,SHARED_CLAIM_EXPOSURE,FAM-MART-OH-0117,CLM-463727,CLM-155604,REVIEW
CUST-OH-9968-9105,CUST-OH-9523-8454,SHARED_CLAIM_EXPOSURE,FAM-MART-OH-0117,CLM-996850,CLM-952300,REVIEW
CUST-OH-9968-9105,CUST-OH-4694-2656,SHARED_CLAIM_EXPOSURE,FAM-MART-OH-0117,CLM-996850,CLM-469426,REVIEW
CUST-OH-9968-9105,CUST-OH-1556-2396,SHARED_CLAIM_EXPOSURE,FAM-MART-OH-0117,CLM-996850,CLM-155604,REVIEW
CUST-OH-9523-8454,CUST-OH-4694-2656,SHARED_CLAIM_EXPOSURE,FAM-MART-OH-0117,CLM-952300,CLM-469426,REVIEW
CUST-OH-9523-8454,CUST-OH-1556-2396,SHARED_CLAIM_EXPOSURE,FAM-MART-OH-0117,CLM-952300,CLM-155604,REVIEW
CUST-OH-4694-2656,CUST-OH-1556-2396,SHARED_CLAIM_EXPOSURE,FAM-MART-OH-0117,CLM-469426,CLM-155604,REVIEW
CUST-IL-2278-6896,CUST-IL-5638-3026,SHARED_CLAIM_EXPOSURE,FAM-WILL-IL-0222,CLM-227811,CLM-563837,REVIEW
CUST-IL-2278-6896,CUST-IL-1118-4772,SHARED_CLAIM_EXPOSURE,FAM-WILL-IL-0222,CLM-227811,CLM-111874,REVIEW
CUST-IL-5638-3026,CUST-IL-1118-4772,SHARED_CLAIM_EXPOSURE,FAM-WILL-IL-0222,CLM-563837,CLM-111874,REVIEW
CUST-IL-3674-6740,CUST-IL-1549-9239,SHARED_CLAIM_EXPOSURE,FAM-THOM-IL-0199,CLM-367455,CLM-154982,REVIEW
CUST-IL-3674-6740,CUST-IL-5128-8036,SHARED_CLAIM_EXPOSURE,FAM-THOM-IL-0199,CLM-367455,CLM-512813,REVIEW
CUST-IL-3674-6740,CUST-IL-2830-2644,SHARED_CLAIM_EXPOSURE,FAM-THOM-IL-0199,CLM-367455,CLM-283052,REVIEW
CUST-IL-3674-6740,CUST-IL-6390-2456,SHARED_CLAIM_EXPOSURE,FAM-THOM-IL-0199,CLM-367455,CLM-639027,REVIEW
CUST-IL-3674-6740,CUST-IL-7247-1214,SHARED_CLAIM_EXPOSURE,FAM-THOM-IL-0199,CLM-367455,CLM-724752,REVIEW
CUST-IL-3674-6740,CUST-IL-5311-1436,SHARED_CLAIM_EXPOSURE,FAM-THOM-IL-0199,CLM-367455,CLM-531160,REVIEW
CUST-IL-1549-9239,CUST-IL-5128-8036,SHARED_CLAIM_EXPOSURE,FAM-THOM-IL-0199,CLM-154982,CLM-512813,REVIEW
CUST-IL-1549-9239,CUST-IL-2830-2644,SHARED_CLAIM_EXPOSURE,FAM-THOM-IL-0199,CLM-154982,CLM-283052,REVIEW
CUST-IL-1549-9239,CUST-IL-6390-2456,SHARED_CLAIM_EXPOSURE,FAM-THOM-IL-0199,CLM-154982,CLM-639027,REVIEW
CUST-IL-1549-9239,CUST-IL-7247-1214,SHARED_CLAIM_EXPOSURE,FAM-THOM-IL-0199,CLM-154982,CLM-724752,REVIEW
CUST-IL-1549-9239,CUST-IL-5311-1436,SHARED_CLAIM_EXPOSURE,FAM-THOM-IL-0199,CLM-154982,CLM-531160,REVIEW
CUST-IL-5128-8036,CUST-IL-2830-2644,SHARED_CLAIM_EXPOSURE,FAM-THOM-IL-0199,CLM-512813,CLM-283052,REVIEW
CUST-IL-5128-8036,CUST-IL-6390-2456,SHARED_CLAIM_EXPOSURE,FAM-THOM-IL-0199,CLM-512813,CLM-639027,REVIEW
CUST-IL-5128-8036,CUST-IL-7247-1214,SHARED_CLAIM_EXPOSURE,FAM-THOM-IL-0199,CLM-512813,CLM-724752,REVIEW
CUST-IL-5128-8036,CUST-IL-5311-1436,SHARED_CLAIM_EXPOSURE,FAM-THOM-IL-0199,CLM-512813,CLM-531160,REVIEW
CUST-IL-2830-2644,CUST-IL-6390-2456,SHARED_CLAIM_EXPOSURE,FAM-THOM-IL-0199,CLM-283052,CLM-639027,REVIEW
CUST-IL-2830-2644,CUST-IL-7247-1214,SHARED_CLAIM_EXPOSURE,FAM-THOM-IL-0199,CLM-283052,CLM-724752,REVIEW
CUST-IL-2830-2644,CUST-IL-5311-1436,SHARED_CLAIM_EXPOSURE,FAM-THOM-IL-0199,CLM-283052,CLM-531160,REVIEW
CUST-IL-6390-2456,CUST-IL-7247-1214,SHARED_CLAIM_EXPOSURE,FAM-THOM-IL-0199,CLM-639027,CLM-724752,REVIEW
CUST-IL-6390-2456,CUST-IL-5311-1436,SHARED_CLAIM_EXPOSURE,FAM-THOM-IL-0199,CLM-639027,CLM-531160,REVIEW
CUST-IL-7247-1214,CUST-IL-5311-1436,SHARED_CLAIM_EXPOSURE,FAM-THOM-IL-0199,CLM-724752,CLM-531160,REVIEW
CUST-OH-1045-3425,CUST-OH-3305-9127,SHARED_CLAIM_EXPOSURE,FAM-ANDE-OH-0009,CLM-104594,CLM-330591,REVIEW
CUST-OH-1045-3425,CUST-OH-2179-6522,SHARED_CLAIM_EXPOSURE,FAM-ANDE-OH-0009,CLM-104594,CLM-217938,REVIEW
CUST-OH-1045-3425,CUST-OH-1181-4563,SHARED_CLAIM_EXPOSURE,FAM-ANDE-OH-0009,CLM-104594,CLM-118137,REVIEW
CUST-OH-1045-3425,CUST-OH-3150-8870,SHARED_CLAIM_EXPOSURE,FAM-ANDE-OH-0009,CLM-104594,CLM-315041,REVIEW
CUST-OH-1045-3425,CUST-OH-6698-5768,SHARED_CLAIM_EXPOSURE,FAM-ANDE-OH-0009,CLM-104594,CLM-669809,REVIEW
CUST-OH-3305-9127,CUST-OH-2179-6522,SHARED_CLAIM_EXPOSURE,FAM-ANDE-OH-0009,CLM-330591,CLM-217938,REVIEW
CUST-OH-3305-9127,CUST-OH-1181-4563,SHARED_CLAIM_EXPOSURE,FAM-ANDE-OH-0009,CLM-330591,CLM-118137,REVIEW
CUST-OH-3305-9127,CUST-OH-3150-8870,SHARED_CLAIM_EXPOSURE,FAM-ANDE-OH-0009,CLM-330591,CLM-315041,REVIEW
CUST-OH-3305-9127,CUST-OH-6698-5768,SHARED_CLAIM_EXPOSURE,FAM-ANDE-OH-0009,CLM-330591,CLM-669809,REVIEW
CUST-OH-2179-6522,CUST-OH-1181-4563,SHARED_CLAIM_EXPOSURE,FAM-ANDE-OH-0009,CLM-217938,CLM-118137,REVIEW
CUST-OH-2179-6522,CUST-OH-3150-8870,SHARED_CLAIM_EXPOSURE,FAM-ANDE-OH-0009,CLM-217938,CLM-315041,REVIEW
CUST-OH-2179-6522,CUST-OH-6698-5768,SHARED_CLAIM_EXPOSURE,FAM-ANDE-OH-0009,CLM-217938,CLM-669809,REVIEW
CUST-OH-1181-4563,CUST-OH-3150-8870,SHARED_CLAIM_EXPOSURE,FAM-ANDE-OH-0009,CLM-118137,CLM-315041,REVIEW
CUST-OH-1181-4563,CUST-OH-6698-5768,SHARED_CLAIM_EXPOSURE,FAM-ANDE-OH-0009,CLM-118137,CLM-669809,REVIEW
CUST-OH-3150-8870,CUST-OH-6698-5768,SHARED_CLAIM_EXPOSURE,FAM-ANDE-OH-0009,CLM-315041,CLM-669809,REVIEW
CUST-IN-4139-9417,CUST-IN-7296-9369,SHARED_CLAIM_EXPOSURE,FAM-JACK-IN-0086,CLM-413978,CLM-729634,REVIEW
CUST-IN-4139-9417,CUST-IN-9588-4189,SHARED_CLAIM_EXPOSURE,FAM-JACK-IN-0086,CLM-413978,CLM-958857,REVIEW
CUST-IN-4139-9417,CUST-IN-3866-4538,SHARED_CLAIM_EXPOSURE,FAM-JACK-IN-0086,CLM-413978,CLM-386690,REVIEW
CUST-IN-4139-9417,CUST-IN-3739-9604,SHARED_CLAIM_EXPOSURE,FAM-JACK-IN-0086,CLM-413978,CLM-373935,REVIEW
CUST-IN-4139-9417,CUST-IN-1780-6618,SHARED_CLAIM_EXPOSURE,FAM-JACK-IN-0086,CLM-413978,CLM-178081,REVIEW
CUST-IN-4139-9417,CUST-IN-7864-9605,SHARED_CLAIM_EXPOSURE,FAM-JACK-IN-0086,CLM-413978,CLM-786432,REVIEW
CUST-IN-7296-9369,CUST-IN-9588-4189,SHARED_CLAIM_EXPOSURE,FAM-JACK-IN-0086,CLM-729634,CLM-958857,REVIEW
CUST-IN-7296-9369,CUST-IN-3866-4538,SHARED_CLAIM_EXPOSURE,FAM-JACK-IN-0086,CLM-729634,CLM-386690,REVIEW
CUST-IN-7296-9369,CUST-IN-3739-9604,SHARED_CLAIM_EXPOSURE,FAM-JACK-IN-0086,CLM-729634,CLM-373935,REVIEW
CUST-IN-7296-9369,CUST-IN-1780-6618,SHARED_CLAIM_EXPOSURE,FAM-JACK-IN-0086,CLM-729634,CLM-178081,REVIEW
CUST-IN-7296-9369,CUST-IN-7864-9605,SHARED_CLAIM_EXPOSURE,FAM-JACK-IN-0086,CLM-729634,CLM-786432,REVIEW
CUST-IN-9588-4189,CUST-IN-3866-4538,SHARED_CLAIM_EXPOSURE,FAM-JACK-IN-0086,CLM-958857,CLM-386690,REVIEW
CUST-IN-9588-4189,CUST-IN-3739-9604,SHARED_CLAIM_EXPOSURE,FAM-JACK-IN-0086,CLM-958857,CLM-373935,REVIEW
CUST-IN-9588-4189,CUST-IN-1780-6618,SHARED_CLAIM_EXPOSURE,FAM-JACK-IN-0086,CLM-958857,CLM-178081,REVIEW
CUST-IN-9588-4189,CUST-IN-7864-9605,SHARED_CLAIM_EXPOSURE,FAM-JACK-IN-0086,CLM-958857,CLM-786432,REVIEW
CUST-IN-3866-4538,CUST-IN-3739-9604,SHARED_CLAIM_EXPOSURE,FAM-JACK-IN-0086,CLM-386690,CLM-373935,REVIEW
CUST-IN-3866-4538,CUST-IN-1780-6618,SHARED_CLAIM_EXPOSURE,FAM-JACK-IN-0086,CLM-386690,CLM-178081,REVIEW
CUST-IN-3866-4538,CUST-IN-7864-9605,SHARED_CLAIM_EXPOSURE,FAM-JACK-IN-0086,CLM-386690,CLM-786432,REVIEW
CUST-IN-3739-9604,CUST-IN-1780-6618,SHARED_CLAIM_EXPOSURE,FAM-JACK-IN-0086,CLM-373935,CLM-178081,REVIEW
CUST-IN-3739-9604,CUST-IN-7864-9605,SHARED_CLAIM_EXPOSURE,FAM-JACK-IN-0086,CLM-373935,CLM-786432,REVIEW
CUST-IN-1780-6618,CUST-IN-7864-9605,SHARED_CLAIM_EXPOSURE,FAM-JACK-IN-0086,CLM-178081,CLM-786432,REVIEW
CUST-IL-4290-7860,CUST-IL-6236-2751,SHARED_CLAIM_EXPOSURE,FAM-REED-IL-0160,CLM-429027,CLM-623648,REVIEW
CUST-IL-4290-7860,CUST-IL-8398-7974,SHARED_CLAIM_EXPOSURE,FAM-REED-IL-0160,CLM-429027,CLM-839884,REVIEW
CUST-IL-4290-7860,CUST-IL-6008-5537,SHARED_CLAIM_EXPOSURE,FAM-REED-IL-0160,CLM-429027,CLM-600845,REVIEW
CUST-IL-4290-7860,CUST-IL-2066-3685,SHARED_CLAIM_EXPOSURE,FAM-REED-IL-0160,CLM-429027,CLM-206667,REVIEW
CUST-IL-4290-7860,CUST-IL-8247-6992,SHARED_CLAIM_EXPOSURE,FAM-REED-IL-0160,CLM-429027,CLM-824728,REVIEW
CUST-IL-6236-2751,CUST-IL-8398-7974,SHARED_CLAIM_EXPOSURE,FAM-REED-IL-0160,CLM-623648,CLM-839884,REVIEW
CUST-IL-6236-2751,CUST-IL-6008-5537,SHARED_CLAIM_EXPOSURE,FAM-REED-IL-0160,CLM-623648,CLM-600845,REVIEW
CUST-IL-6236-2751,CUST-IL-2066-3685,SHARED_CLAIM_EXPOSURE,FAM-REED-IL-0160,CLM-623648,CLM-206667,REVIEW
CUST-IL-6236-2751,CUST-IL-8247-6992,SHARED_CLAIM_EXPOSURE,FAM-REED-IL-0160,CLM-623648,CLM-824728,REVIEW
CUST-IL-8398-7974,CUST-IL-6008-5537,SHARED_CLAIM_EXPOSURE,FAM-REED-IL-0160,CLM-839884,CLM-600845,REVIEW
CUST-IL-8398-7974,CUST-IL-2066-3685,SHARED_CLAIM_EXPOSURE,FAM-REED-IL-0160,CLM-839884,CLM-206667,REVIEW
CUST-IL-8398-7974,CUST-IL-8247-6992,SHARED_CLAIM_EXPOSURE,FAM-REED-IL-0160,CLM-839884,CLM-824728,REVIEW
CUST-IL-6008-5537,CUST-IL-2066-3685,SHARED_CLAIM_EXPOSURE,FAM-REED-IL-0160,CLM-600845,CLM-206667,REVIEW
CUST-IL-6008-5537,CUST-IL-8247-6992,SHARED_CLAIM_EXPOSURE,FAM-REED-IL-0160,CLM-600845,CLM-824728,REVIEW
CUST-IL-2066-3685,CUST-IL-8247-6992,SHARED_CLAIM_EXPOSURE,FAM-REED-IL-0160,CLM-206667,CLM-824728,REVIEW
CUST-IL-4856-9636,CUST-IL-9225-3711,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-485665,CLM-922565,REVIEW
CUST-IL-4856-9636,CUST-IL-6895-7617,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-485665,CLM-689500,REVIEW
CUST-IL-4856-9636,CUST-IL-4398-9303,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-485665,CLM-439844,REVIEW
CUST-IL-4856-9636,CUST-IL-8733-7991,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-485665,CLM-873384,REVIEW
CUST-IL-4856-9636,CUST-IL-7696-9665,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-485665,CLM-769602,REVIEW
CUST-IL-4856-9636,CUST-IL-1800-9426,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-485665,CLM-180008,REVIEW
CUST-IL-4856-9636,CUST-IL-4492-8630,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-485665,CLM-449263,REVIEW
CUST-IL-9225-3711,CUST-IL-6895-7617,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-922565,CLM-689500,REVIEW
CUST-IL-9225-3711,CUST-IL-4398-9303,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-922565,CLM-439844,REVIEW
CUST-IL-9225-3711,CUST-IL-8733-7991,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-922565,CLM-873384,REVIEW
CUST-IL-9225-3711,CUST-IL-7696-9665,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-922565,CLM-769602,REVIEW
CUST-IL-9225-3711,CUST-IL-1800-9426,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-922565,CLM-180008,REVIEW
CUST-IL-9225-3711,CUST-IL-4492-8630,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-922565,CLM-449263,REVIEW
CUST-IL-6895-7617,CUST-IL-4398-9303,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-689500,CLM-439844,REVIEW
CUST-IL-6895-7617,CUST-IL-8733-7991,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-689500,CLM-873384,REVIEW
CUST-IL-6895-7617,CUST-IL-7696-9665,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-689500,CLM-769602,REVIEW
CUST-IL-6895-7617,CUST-IL-1800-9426,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-689500,CLM-180008,REVIEW
CUST-IL-6895-7617,CUST-IL-4492-8630,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-689500,CLM-449263,REVIEW
CUST-IL-4398-9303,CUST-IL-8733-7991,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-439844,CLM-873384,REVIEW
CUST-IL-4398-9303,CUST-IL-7696-9665,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-439844,CLM-769602,REVIEW
CUST-IL-4398-9303,CUST-IL-1800-9426,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-439844,CLM-180008,REVIEW
CUST-IL-4398-9303,CUST-IL-4492-8630,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-439844,CLM-449263,REVIEW
CUST-IL-8733-7991,CUST-IL-7696-9665,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-873384,CLM-769602,REVIEW
CUST-IL-8733-7991,CUST-IL-1800-9426,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-873384,CLM-180008,REVIEW
CUST-IL-8733-7991,CUST-IL-4492-8630,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-873384,CLM-449263,REVIEW
CUST-IL-7696-9665,CUST-IL-1800-9426,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-769602,CLM-180008,REVIEW
CUST-IL-7696-9665,CUST-IL-4492-8630,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-769602,CLM-449263,REVIEW
CUST-IL-1800-9426,CUST-IL-4492-8630,SHARED_CLAIM_EXPOSURE,FAM-RICH-IL-0163,CLM-180008,CLM-449263,REVIEW
CUST-IL-6365-8424,CUST-IL-3567-5851,SHARED_CLAIM_EXPOSURE,FAM-HARR-IL-0073,CLM-636550,CLM-356768,REVIEW
CUST-IL-6365-8424,CUST-IL-9766-5133,SHARED_CLAIM_EXPOSURE,FAM-HARR-IL-0073,CLM-636550,CLM-976645,REVIEW
CUST-IL-3567-5851,CUST-IL-9766-5133,SHARED_CLAIM_EXPOSURE,FAM-HARR-IL-0073,CLM-356768,CLM-976645,REVIEW
CUST-OH-5436-2258,CUST-OH-7430-2422,SHARED_CLAIM_EXPOSURE,FAM-RIVE-OH-0168,CLM-543610,CLM-743092,REVIEW
CUST-OH-5436-2258,CUST-OH-5026-7294,SHARED_CLAIM_EXPOSURE,FAM-RIVE-OH-0168,CLM-543610,CLM-502634,REVIEW
CUST-OH-5436-2258,CUST-OH-9445-5154,SHARED_CLAIM_EXPOSURE,FAM-RIVE-OH-0168,CLM-543610,CLM-944537,REVIEW
CUST-OH-5436-2258,CUST-OH-3347-8729,SHARED_CLAIM_EXPOSURE,FAM-RIVE-OH-0168,CLM-543610,CLM-334749,REVIEW
CUST-OH-5436-2258,CUST-OH-8047-5192,SHARED_CLAIM_EXPOSURE,FAM-RIVE-OH-0168,CLM-543610,CLM-804751,REVIEW
CUST-OH-7430-2422,CUST-OH-5026-7294,SHARED_CLAIM_EXPOSURE,FAM-RIVE-OH-0168,CLM-743092,CLM-502634,REVIEW
