:START_ID,:END_ID,:TYPE,relationship_detail,shared_last_name,states_connected,confidence
CUST-IL-1925-5761,CUST-OH-6368-7941,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Allen,"IL,OH",LOW
CUST-IL-1925-5761,CUST-OH-6846-9227,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Allen,"IL,OH",LOW
CUST-IL-1925-5761,CUST-OH-6027-2914,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Allen,"IL,OH",LOW
CUST-IL-1869-1172,CUST-OH-4973-1595,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Allen,"IL,OH",LOW
CUST-IL-1869-1172,CUST-OH-1559-1226,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Allen,"IL,OH",LOW
CUST-IL-1869-1172,CUST-OH-6368-7941,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Allen,"IL,OH",LOW
CUST-IL-1869-1172,CUST-OH-6846-9227,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Allen,"IL,OH",LOW
CUST-IL-1869-1172,CUST-OH-6027-2914,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Allen,"IL,OH",LOW
CUST-IN-5248-8164,CUST-OH-4973-1595,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Allen,"IN,OH",LOW
CUST-IN-5248-8164,CUST-OH-1559-1226,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Allen,"IN,OH",LOW
CUST-IN-5248-8164,CUST-OH-6368-7941,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Allen,"IN,OH",LOW
CUST-IN-5248-8164,CUST-OH-6846-9227,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Allen,"IN,OH",LOW
CUST-IN-5248-8164,CUST-OH-6027-2914,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Allen,"IN,OH",LOW
CUST-IL-2352-1183,CUST-IN-6150-3463,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Anderson,"IL,IN",LOW
CUST-IL-3488-5952,CUST-IN-6150-3463,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Anderson,"IL,IN",LOW
CUST-IL-2155-9851,CUST-IN-6150-3463,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Anderson,"IL,IN",LOW
CUST-IL-2328-6397,CUST-IN-6150-3463,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Anderson,"IL,IN",LOW
CUST-IL-6381-6710,CUST-IN-6150-3463,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Anderson,"IL,IN",LOW
CUST-IL-5283-8329,CUST-IN-6150-3463,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Anderson,"IL,IN",LOW
CUST-IL-1592-6605,CUST-IN-6150-3463,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Anderson,"IL,IN",LOW
CUST-IL-2352-1183,CUST-OH-1045-3425,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-2352-1183,CUST-OH-3305-9127,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-2352-1183,CUST-OH-2179-6522,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-2352-1183,CUST-OH-1181-4563,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-2352-1183,CUST-OH-3150-8870,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-2352-1183,CUST-OH-6698-5768,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-3488-5952,CUST-OH-1045-3425,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-3488-5952,CUST-OH-3305-9127,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-3488-5952,CUST-OH-2179-6522,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-3488-5952,CUST-OH-1181-4563,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-3488-5952,CUST-OH-3150-8870,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-3488-5952,CUST-OH-6698-5768,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-2155-9851,CUST-OH-1045-3425,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-2155-9851,CUST-OH-3305-9127,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-2155-9851,CUST-OH-2179-6522,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-2155-9851,CUST-OH-1181-4563,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-2155-9851,CUST-OH-3150-8870,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-2155-9851,CUST-OH-6698-5768,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-2328-6397,CUST-OH-1045-3425,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-2328-6397,CUST-OH-3305-9127,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-2328-6397,CUST-OH-2179-6522,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-2328-6397,CUST-OH-1181-4563,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-2328-6397,CUST-OH-3150-8870,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-2328-6397,CUST-OH-6698-5768,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-6381-6710,CUST-OH-1045-3425,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-6381-6710,CUST-OH-3305-9127,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-6381-6710,CUST-OH-2179-6522,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-6381-6710,CUST-OH-1181-4563,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-6381-6710,CUST-OH-3150-8870,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-6381-6710,CUST-OH-6698-5768,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-5283-8329,CUST-OH-1045-3425,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-5283-8329,CUST-OH-3305-9127,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-5283-8329,CUST-OH-2179-6522,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-5283-8329,CUST-OH-1181-4563,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-5283-8329,CUST-OH-3150-8870,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-5283-8329,CUST-OH-6698-5768,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-1592-6605,CUST-OH-1045-3425,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-1592-6605,CUST-OH-3305-9127,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-1592-6605,CUST-OH-2179-6522,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-1592-6605,CUST-OH-1181-4563,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-1592-6605,CUST-OH-3150-8870,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IL-1592-6605,CUST-OH-6698-5768,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Anderson,"IL,OH",LOW
CUST-IN-6150-3463,CUST-OH-1045-3425,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Anderson,"IN,OH",LOW
CUST-IN-6150-3463,CUST-OH-3305-9127,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Anderson,"IN,OH",LOW
CUST-IN-6150-3463,CUST-OH-2179-6522,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Anderson,"IN,OH",LOW
CUST-IN-6150-3463,CUST-OH-1181-4563,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Anderson,"IN,OH",LOW
CUST-IN-6150-3463,CUST-OH-3150-8870,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Anderson,"IN,OH",LOW
CUST-IN-6150-3463,CUST-OH-6698-5768,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Anderson,"IN,OH",LOW
CUST-IL-1934-6454,CUST-IN-8928-5931,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Bailey,"IL,IN",LOW
CUST-IL-1934-6454,CUST-IN-3792-5609,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Bailey,"IL,IN",LOW
CUST-IL-2969-8068,CUST-IN-8928-5931,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Bailey,"IL,IN",LOW
CUST-IL-2969-8068,CUST-IN-3792-5609,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Bailey,"IL,IN",LOW
CUST-IL-6344-6612,CUST-IN-8928-5931,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Bailey,"IL,IN",LOW
CUST-IL-6344-6612,CUST-IN-3792-5609,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Bailey,"IL,IN",LOW
CUST-IL-1934-6454,CUST-OH-2937-5022,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Bailey,"IL,OH",LOW
CUST-IL-1934-6454,CUST-OH-9859-6922,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Bailey,"IL,OH",LOW
CUST-IL-2969-8068,CUST-OH-2937-5022,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Bailey,"IL,OH",LOW
CUST-IL-2969-8068,CUST-OH-9859-6922,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Bailey,"IL,OH",LOW
CUST-IL-6344-6612,CUST-OH-2937-5022,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Bailey,"IL,OH",LOW
CUST-IL-6344-6612,CUST-OH-9859-6922,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Bailey,"IL,OH",LOW
CUST-IN-8928-5931,CUST-OH-2937-5022,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Bailey,"IN,OH",LOW
CUST-IN-8928-5931,CUST-OH-9859-6922,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Bailey,"IN,OH",LOW
CUST-IN-3792-5609,CUST-OH-2937-5022,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Bailey,"IN,OH",LOW
CUST-IN-3792-5609,CUST-OH-9859-6922,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Bailey,"IN,OH",LOW
CUST-IL-4873-9275,CUST-IN-3455-5685,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Baker,"IL,IN",LOW
CUST-IL-4873-9275,CUST-IN-1496-3167,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Baker,"IL,IN",LOW
CUST-IL-4914-2082,CUST-IN-3455-5685,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Baker,"IL,IN",LOW
CUST-IL-4914-2082,CUST-IN-1496-3167,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Baker,"IL,IN",LOW
CUST-IL-4873-9275,CUST-OH-7601-9667,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Baker,"IL,OH",LOW
CUST-IL-4873-9275,CUST-OH-9399-4419,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Baker,"IL,OH",LOW
CUST-IL-4873-9275,CUST-OH-7694-9629,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Baker,"IL,OH",LOW
CUST-IL-4914-2082,CUST-OH-7601-9667,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Baker,"IL,OH",LOW
CUST-IL-4914-2082,CUST-OH-9399-4419,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Baker,"IL,OH",LOW
CUST-IL-4914-2082,CUST-OH-7694-9629,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Baker,"IL,OH",LOW
CUST-IN-3455-5685,CUST-OH-7601-9667,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Baker,"IN,OH",LOW
CUST-IN-3455-5685,CUST-OH-9399-4419,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Baker,"IN,OH",LOW
CUST-IN-3455-5685,CUST-OH-7694-9629,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Baker,"IN,OH",LOW
CUST-IN-1496-3167,CUST-OH-7601-9667,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Baker,"IN,OH",LOW
CUST-IN-1496-3167,CUST-OH-9399-4419,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Baker,"IN,OH",LOW
CUST-IN-1496-3167,CUST-OH-7694-9629,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Baker,"IN,OH",LOW
CUST-IL-9677-4210,CUST-IN-9828-7272,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Bell,"IL,IN",LOW
CUST-IL-9677-4210,CUST-IN-6485-2635,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Bell,"IL,IN",LOW
CUST-IL-9677-4210,CUST-IN-1365-2505,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Bell,"IL,IN",LOW
CUST-IL-9677-4210,CUST-IN-1795-1311,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Bell,"IL,IN",LOW
CUST-IL-9677-4210,CUST-IN-1759-5733,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Bell,"IL,IN",LOW
CUST-IL-9677-4210,CUST-OH-5778-6743,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Bell,"IL,OH",LOW
CUST-IL-9677-4210,CUST-OH-2874-6371,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Bell,"IL,OH",LOW
CUST-IL-9677-4210,CUST-OH-7188-9949,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Bell,"IL,OH",LOW
CUST-IN-9828-7272,CUST-OH-5778-6743,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Bell,"IN,OH",LOW
CUST-IN-9828-7272,CUST-OH-2874-6371,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Bell,"IN,OH",LOW
CUST-IN-9828-7272,CUST-OH-7188-9949,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Bell,"IN,OH",LOW
CUST-IN-6485-2635,CUST-OH-5778-6743,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Bell,"IN,OH",LOW
CUST-IN-6485-2635,CUST-OH-2874-6371,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Bell,"IN,OH",LOW
CUST-IN-6485-2635,CUST-OH-7188-9949,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Bell,"IN,OH",LOW
CUST-IN-1365-2505,CUST-OH-5778-6743,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Bell,"IN,OH",LOW
CUST-IN-1365-2505,CUST-OH-2874-6371,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Bell,"IN,OH",LOW
CUST-IN-1365-2505,CUST-OH-7188-9949,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Bell,"IN,OH",LOW
CUST-IN-1795-1311,CUST-OH-5778-6743,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Bell,"IN,OH",LOW
CUST-IN-1795-1311,CUST-OH-2874-6371,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Bell,"IN,OH",LOW
CUST-IN-1795-1311,CUST-OH-7188-9949,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Bell,"IN,OH",LOW
CUST-IN-1759-5733,CUST-OH-5778-6743,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Bell,"IN,OH",LOW
CUST-IN-1759-5733,CUST-OH-2874-6371,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Bell,"IN,OH",LOW
CUST-IN-1759-5733,CUST-OH-7188-9949,EXTENDED_FAMILY_OF,Shared surname across IN-OH,Bell,"IN,OH",LOW
CUST-IL-3431-7644,CUST-IN-3428-3984,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Brooks,"IL,IN",LOW
CUST-IL-3431-7644,CUST-IN-9515-4564,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Brooks,"IL,IN",LOW
CUST-IL-3431-7644,CUST-IN-5949-4061,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Brooks,"IL,IN",LOW
CUST-IL-3431-7644,CUST-IN-8440-8336,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Brooks,"IL,IN",LOW
CUST-IL-9187-1596,CUST-IN-3428-3984,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Brooks,"IL,IN",LOW
CUST-IL-9187-1596,CUST-IN-9515-4564,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Brooks,"IL,IN",LOW
CUST-IL-9187-1596,CUST-IN-5949-4061,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Brooks,"IL,IN",LOW
CUST-IL-9187-1596,CUST-IN-8440-8336,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Brooks,"IL,IN",LOW
CUST-IL-5746-1853,CUST-IN-3428-3984,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Brooks,"IL,IN",LOW
CUST-IL-5746-1853,CUST-IN-9515-4564,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Brooks,"IL,IN",LOW
CUST-IL-5746-1853,CUST-IN-5949-4061,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Brooks,"IL,IN",LOW
CUST-IL-5746-1853,CUST-IN-8440-8336,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Brooks,"IL,IN",LOW
CUST-IL-3798-4030,CUST-IN-3428-3984,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Brooks,"IL,IN",LOW
CUST-IL-3798-4030,CUST-IN-9515-4564,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Brooks,"IL,IN",LOW
CUST-IL-3798-4030,CUST-IN-5949-4061,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Brooks,"IL,IN",LOW
CUST-IL-3798-4030,CUST-IN-8440-8336,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Brooks,"IL,IN",LOW
CUST-IL-5339-4749,CUST-IN-3428-3984,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Brooks,"IL,IN",LOW
CUST-IL-5339-4749,CUST-IN-9515-4564,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Brooks,"IL,IN",LOW
CUST-IL-5339-4749,CUST-IN-5949-4061,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Brooks,"IL,IN",LOW
CUST-IL-5339-4749,CUST-IN-8440-8336,EXTENDED_FAMILY_OF,Shared surname across IL-IN,Brooks,"IL,IN",LOW
CUST-IL-3431-7644,CUST-OH-8829-4721,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Brooks,"IL,OH",LOW
CUST-IL-3431-7644,CUST-OH-4426-8963,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Brooks,"IL,OH",LOW
CUST-IL-3431-7644,CUST-OH-7277-3475,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Brooks,"IL,OH",LOW
CUST-IL-3431-7644,CUST-OH-4852-7572,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Brooks,"IL,OH",LOW
CUST-IL-3431-7644,CUST-OH-8441-2747,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Brooks,"IL,OH",LOW
CUST-IL-9187-1596,CUST-OH-8829-4721,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Brooks,"IL,OH",LOW
CUST-IL-9187-1596,CUST-OH-4426-8963,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Brooks,"IL,OH",LOW
CUST-IL-9187-1596,CUST-OH-7277-3475,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Brooks,"IL,OH",LOW
CUST-IL-9187-1596,CUST-OH-4852-7572,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Brooks,"IL,OH",LOW
CUST-IL-9187-1596,CUST-OH-8441-2747,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Brooks,"IL,OH",LOW
CUST-IL-5746-1853,CUST-OH-8829-4721,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Brooks,"IL,OH",LOW
CUST-IL-5746-1853,CUST-OH-4426-8963,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Brooks,"IL,OH",LOW
CUST-IL-5746-1853,CUST-OH-7277-3475,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Brooks,"IL,OH",LOW
CUST-IL-5746-1853,CUST-OH-4852-7572,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Brooks,"IL,OH",LOW
CUST-IL-5746-1853,CUST-OH-8441-2747,EXTENDED_FAMILY_OF,Shared surname across IL-OH,Brooks,"IL,OH",LOW
