cust_id,agent_code,:START_ID,:END_ID,:TYPE,weight,connection_strength,first_seen_date,last_seen_date,event_time,interaction_count,shared_count
CUST-IL-6946-4532,AGT-2128,CUST-IL-6946-4532,AGT-2128,MANAGED_BY,0.3923,0.3897,02/01/2015,08/01/2015,02/01/2015,2,1
CUST-IN-9606-1450,AGT-9349,CUST-IN-9606-1450,AGT-9349,MANAGED_BY,0.8718,0.8475,07/01/2015,01/01/2015,07/01/2015,1,1
CUST-IN-4981-8685,AGT-4591,CUST-IN-4981-8685,AGT-4591,MANAGED_BY,0.5812,0.5659,03/01/2015,05/01/2015,03/01/2015,3,1
CUST-OH-4988-3583,AGT-7246,CUST-OH-4988-3583,AGT-7246,MANAGED_BY,0.5025,0.4481,02/01/2015,04/01/2015,02/01/2015,1,1
CUST-IL-7981-9969,AGT-1780,CUST-IL-7981-9969,AGT-1780,MANAGED_BY,0.568,0.5605,08/01/2015,02/01/2015,08/01/2015,1,1
CUST-IL-6147-2766,AGT-4086,CUST-IL-6147-2766,AGT-4086,MANAGED_BY,0.4214,0.3553,04/01/2015,01/01/2015,04/01/2015,2,1
CUST-IL-6793-6557,AGT-7734,CUST-IL-6793-6557,AGT-7734,MANAGED_BY,0.7253,0.5903,07/01/2015,08/01/2015,07/01/2015,4,1
CUST-IN-9588-4189,AGT-4986,CUST-IN-9588-4189,AGT-4986,MANAGED_BY,0.6696,0.5725,08/01/2015,08/01/2015,08/01/2015,2,1
CUST-OH-6868-3386,AGT-9389,CUST-OH-6868-3386,AGT-9389,MANAGED_BY,0.783,0.7128,02/01/2015,03/01/2015,02/01/2015,5,1
CUST-IL-1277-4693,AGT-6702,CUST-IL-1277-4693,AGT-6702,MANAGED_BY,0.7739,0.6192,04/01/2015,03/01/2015,04/01/2015,1,1
CUST-IL-9186-1951,AGT-4765,CUST-IL-9186-1951,AGT-4765,MANAGED_BY,0.3536,0.3158,09/01/2015,03/01/2015,09/01/2015,1,1
CUST-IN-7314-4674,AGT-2626,CUST-IN-7314-4674,AGT-2626,MANAGED_BY,0.5546,0.5099,08/01/2015,09/01/2015,08/01/2015,2,1
CUST-IL-3074-5686,AGT-2860,CUST-IL-3074-5686,AGT-2860,MANAGED_BY,0.6174,0.5423,04/01/2015,08/01/2015,04/01/2015,5,1
CUST-IL-9921-7231,AGT-4723,CUST-IL-9921-7231,AGT-4723,MANAGED_BY,0.5049,0.4944,02/01/2015,05/01/2015,02/01/2015,4,1
CUST-IN-9006-4322,AGT-6157,CUST-IN-9006-4322,AGT-6157,MANAGED_BY,0.3625,0.3072,05/01/2015,06/01/2015,05/01/2015,2,1
CUST-IL-2352-1183,AGT-9604,CUST-IL-2352-1183,AGT-9604,MANAGED_BY,0.8123,0.6587,01/01/2015,09/01/2015,01/01/2015,5,1
CUST-OH-7400-1200,AGT-8606,CUST-OH-7400-1200,AGT-8606,MANAGED_BY,0.3846,0.345,04/01/2015,04/01/2015,04/01/2015,3,1
CUST-IL-2468-5826,AGT-4543,CUST-IL-2468-5826,AGT-4543,MANAGED_BY,0.8917,0.7468,02/01/2015,07/01/2015,02/01/2015,4,1
CUST-IN-7976-7625,AGT-1030,CUST-IN-7976-7625,AGT-1030,MANAGED_BY,0.4214,0.3474,02/01/2015,08/01/2015,02/01/2015,3,1
CUST-IL-1934-6454,AGT-9344,CUST-IL-1934-6454,AGT-9344,MANAGED_BY,0.4155,0.413,07/01/2015,05/01/2015,07/01/2015,3,1
CUST-IL-3892-9642,AGT-8177,CUST-IL-3892-9642,AGT-8177,MANAGED_BY,0.7855,0.6949,07/01/2015,03/01/2015,07/01/2015,1,1
CUST-OH-7601-9667,AGT-5849,CUST-OH-7601-9667,AGT-5849,MANAGED_BY,0.6042,0.5848,07/01/2015,09/01/2015,07/01/2015,2,1
CUST-OH-9399-4419,AGT-7903,CUST-OH-9399-4419,AGT-7903,MANAGED_BY,0.3538,0.2946,02/01/2015,07/01/2015,02/01/2015,4,1
CUST-IL-8728-8487,AGT-7087,CUST-IL-8728-8487,AGT-7087,MANAGED_BY,0.7809,0.6355,07/01/2015,01/01/2015,07/01/2015,2,1
CUST-OH-6326-4983,AGT-7472,CUST-OH-6326-4983,AGT-7472,MANAGED_BY,0.4052,0.3846,03/01/2015,02/01/2015,03/01/2015,4,1
CUST-IN-2834-6343,AGT-2884,CUST-IN-2834-6343,AGT-2884,MANAGED_BY,0.533,0.5238,05/01/2015,08/01/2015,05/01/2015,1,1
CUST-IL-1631-1570,AGT-8891,CUST-IL-1631-1570,AGT-8891,MANAGED_BY,0.4351,0.3653,07/01/2015,07/01/2015,07/01/2015,1,1
CUST-IN-8533-8794,AGT-1625,CUST-IN-8533-8794,AGT-1625,MANAGED_BY,0.4489,0.3759,09/01/2015,08/01/2015,09/01/2015,4,1
CUST-OH-7768-6927,AGT-6779,CUST-OH-7768-6927,AGT-6779,MANAGED_BY,0.3175,0.2632,09/01/2015,09/01/2015,09/01/2015,5,1
CUST-IN-1493-1648,AGT-9018,CUST-IN-1493-1648,AGT-9018,MANAGED_BY,0.76,0.6568,07/01/2015,08/01/2015,07/01/2015,4,1
CUST-IL-3952-5034,AGT-3673,CUST-IL-3952-5034,AGT-3673,MANAGED_BY,0.3318,0.3051,08/01/2015,04/01/2015,08/01/2015,2,1
CUST-IN-9811-9165,AGT-3612,CUST-IN-9811-9165,AGT-3612,MANAGED_BY,0.8676,0.7887,07/01/2015,09/01/2015,07/01/2015,2,1
CUST-OH-1436-3428,AGT-8980,CUST-OH-1436-3428,AGT-8980,MANAGED_BY,0.8508,0.7607,03/01/2015,09/01/2015,03/01/2015,1,1
CUST-IN-6483-1723,AGT-1532,CUST-IN-6483-1723,AGT-1532,MANAGED_BY,0.632,0.5625,02/01/2015,01/01/2015,02/01/2015,2,1
CUST-IL-1549-9239,AGT-3488,CUST-IL-1549-9239,AGT-3488,MANAGED_BY,0.884,0.7876,09/01/2015,02/01/2015,09/01/2015,2,1
CUST-OH-3305-9127,AGT-7183,CUST-OH-3305-9127,AGT-7183,MANAGED_BY,0.7882,0.7163,03/01/2015,02/01/2015,03/01/2015,3,1
CUST-IL-3192-2977,AGT-2606,CUST-IL-3192-2977,AGT-2606,MANAGED_BY,0.8934,0.8472,03/01/2015,02/01/2015,03/01/2015,1,1
CUST-OH-5316-5072,AGT-7795,CUST-OH-5316-5072,AGT-7795,MANAGED_BY,0.3078,0.2888,05/01/2015,04/01/2015,05/01/2015,4,1
CUST-IL-3680-7987,AGT-7320,CUST-IL-3680-7987,AGT-7320,MANAGED_BY,0.8334,0.6991,08/01/2015,01/01/2015,08/01/2015,4,1
CUST-IL-2537-9894,AGT-9652,CUST-IL-2537-9894,AGT-9652,MANAGED_BY,0.6093,0.5487,03/01/2015,06/01/2015,03/01/2015,4,1
CUST-IL-1557-9208,AGT-4376,CUST-IL-1557-9208,AGT-4376,MANAGED_BY,0.5575,0.4531,03/01/2015,03/01/2015,03/01/2015,4,1
CUST-OH-8245-9757,AGT-2820,CUST-OH-8245-9757,AGT-2820,MANAGED_BY,0.7168,0.6354,05/01/2015,03/01/2015,05/01/2015,5,1
CUST-IL-7173-3330,AGT-8310,CUST-IL-7173-3330,AGT-8310,MANAGED_BY,0.3644,0.3348,08/01/2015,04/01/2015,08/01/2015,5,1
CUST-IN-9657-2391,AGT-7851,CUST-IN-9657-2391,AGT-7851,MANAGED_BY,0.7631,0.6358,07/01/2015,09/01/2015,07/01/2015,5,1
CUST-IL-4147-7746,AGT-9477,CUST-IL-4147-7746,AGT-9477,MANAGED_BY,0.6013,0.6003,09/01/2015,04/01/2015,09/01/2015,2,1
CUST-IN-4282-1399,AGT-2741,CUST-IN-4282-1399,AGT-2741,MANAGED_BY,0.4816,0.4764,07/01/2015,06/01/2015,07/01/2015,1,1
CUST-OH-5172-4318,AGT-7328,CUST-OH-5172-4318,AGT-7328,MANAGED_BY,0.7213,0.7003,08/01/2015,03/01/2015,08/01/2015,2,1
CUST-IL-4698-6679,AGT-7092,CUST-IL-4698-6679,AGT-7092,MANAGED_BY,0.439,0.3685,01/01/2015,03/01/2015,01/01/2015,4,1
CUST-IN-7184-3887,AGT-4886,CUST-IN-7184-3887,AGT-4886,MANAGED_BY,0.5387,0.5086,08/01/2015,04/01/2015,08/01/2015,3,1
CUST-IN-6202-9905,AGT-2094,CUST-IN-6202-9905,AGT-2094,MANAGED_BY,0.4911,0.401,02/01/2015,08/01/2015,02/01/2015,4,1
CUST-OH-6186-5385,AGT-9388,CUST-OH-6186-5385,AGT-9388,MANAGED_BY,0.7974,0.7177,07/01/2015,08/01/2015,07/01/2015,2,1
CUST-IL-6490-3487,AGT-1000,CUST-IL-6490-3487,AGT-1000,MANAGED_BY,0.5787,0.5703,08/01/2015,06/01/2015,08/01/2015,1,1
CUST-OH-4375-7738,AGT-8173,CUST-OH-4375-7738,AGT-8173,MANAGED_BY,0.5902,0.493,02/01/2015,01/01/2015,02/01/2015,2,1
CUST-IN-9646-7635,AGT-5466,CUST-IN-9646-7635,AGT-5466,MANAGED_BY,0.3557,0.2962,05/01/2015,05/01/2015,05/01/2015,2,1
CUST-IL-9325-3204,AGT-2793,CUST-IL-9325-3204,AGT-2793,MANAGED_BY,0.3801,0.3298,09/01/2015,05/01/2015,09/01/2015,3,1
CUST-IL-4345-5887,AGT-5804,CUST-IL-4345-5887,AGT-5804,MANAGED_BY,0.3642,0.3638,06/01/2015,09/01/2015,06/01/2015,3,1
CUST-IL-9352-9121,AGT-7478,CUST-IL-9352-9121,AGT-7478,MANAGED_BY,0.5428,0.476,08/01/2015,01/01/2015,08/01/2015,5,1
CUST-IL-7560-7397,AGT-4616,CUST-IL-7560-7397,AGT-4616,MANAGED_BY,0.3634,0.326,03/01/2015,07/01/2015,03/01/2015,3,1
CUST-OH-6823-4130,AGT-9848,CUST-OH-6823-4130,AGT-9848,MANAGED_BY,0.6388,0.5145,06/01/2015,04/01/2015,06/01/2015,5,1
CUST-IL-4566-4686,AGT-9070,CUST-IL-4566-4686,AGT-9070,MANAGED_BY,0.84,0.7696,08/01/2015,03/01/2015,08/01/2015,2,1
CUST-IN-1398-1214,AGT-9856,CUST-IN-1398-1214,AGT-9856,MANAGED_BY,0.8787,0.8269,09/01/2015,05/01/2015,09/01/2015,5,1
CUST-IN-3541-5097,AGT-4178,CUST-IN-3541-5097,AGT-4178,MANAGED_BY,0.8106,0.7975,06/01/2015,05/01/2015,06/01/2015,3,1
CUST-IL-1654-7467,AGT-7706,CUST-IL-1654-7467,AGT-7706,MANAGED_BY,0.8232,0.7933,03/01/2015,09/01/2015,03/01/2015,4,1
CUST-OH-5150-6951,AGT-9799,CUST-OH-5150-6951,AGT-9799,MANAGED_BY,0.8995,0.7272,04/01/2015,07/01/2015,04/01/2015,3,1
CUST-IL-7956-8117,AGT-7984,CUST-IL-7956-8117,AGT-7984,MANAGED_BY,0.8402,0.793,06/01/2015,09/01/2015,06/01/2015,4,1
CUST-OH-3959-6040,AGT-5772,CUST-OH-3959-6040,AGT-5772,MANAGED_BY,0.8845,0.7246,03/01/2015,05/01/2015,03/01/2015,2,1
CUST-IL-1195-1770,AGT-3571,CUST-IL-1195-1770,AGT-3571,MANAGED_BY,0.8477,0.7253,09/01/2015,07/01/2015,09/01/2015,1,1
CUST-OH-2179-6522,AGT-4857,CUST-OH-2179-6522,AGT-4857,MANAGED_BY,0.3772,0.3074,01/01/2015,01/01/2015,01/01/2015,5,1
CUST-OH-2039-1397,AGT-7585,CUST-OH-2039-1397,AGT-7585,MANAGED_BY,0.5003,0.4314,01/01/2015,05/01/2015,01/01/2015,2,1
CUST-IL-5651-3292,AGT-1579,CUST-IL-5651-3292,AGT-1579,MANAGED_BY,0.8593,0.8463,04/01/2015,02/01/2015,04/01/2015,5,1
CUST-IN-9041-7071,AGT-1867,CUST-IN-9041-7071,AGT-1867,MANAGED_BY,0.5904,0.4942,05/01/2015,03/01/2015,05/01/2015,3,1
CUST-OH-4195-3121,AGT-1650,CUST-OH-4195-3121,AGT-1650,MANAGED_BY,0.7969,0.7949,02/01/2015,07/01/2015,02/01/2015,5,1
CUST-OH-5750-2758,AGT-8712,CUST-OH-5750-2758,AGT-8712,MANAGED_BY,0.571,0.4855,04/01/2015,02/01/2015,04/01/2015,1,1
CUST-OH-1204-2516,AGT-3413,CUST-OH-1204-2516,AGT-3413,MANAGED_BY,0.3436,0.3003,08/01/2015,07/01/2015,08/01/2015,5,1
CUST-OH-7811-7991,AGT-9694,CUST-OH-7811-7991,AGT-9694,MANAGED_BY,0.5712,0.5075,04/01/2015,06/01/2015,04/01/2015,5,1
CUST-IN-2997-6634,AGT-8362,CUST-IN-2997-6634,AGT-8362,MANAGED_BY,0.3039,0.2447,05/01/2015,06/01/2015,05/01/2015,3,1
CUST-IN-5897-7726,AGT-5366,CUST-IN-5897-7726,AGT-5366,MANAGED_BY,0.537,0.5011,06/01/2015,05/01/2015,06/01/2015,3,1
CUST-OH-8540-6389,AGT-4784,CUST-OH-8540-6389,AGT-4784,MANAGED_BY,0.5462,0.5074,05/01/2015,03/01/2015,05/01/2015,1,1
CUST-IN-4540-1389,AGT-7055,CUST-IN-4540-1389,AGT-7055,MANAGED_BY,0.6869,0.5798,03/01/2015,08/01/2015,03/01/2015,3,1
CUST-IN-1394-1842,AGT-1317,CUST-IN-1394-1842,AGT-1317,MANAGED_BY,0.4645,0.4372,05/01/2015,04/01/2015,05/01/2015,4,1
CUST-OH-6788-6334,AGT-8953,CUST-OH-6788-6334,AGT-8953,MANAGED_BY,0.8953,0.8783,08/01/2015,04/01/2015,08/01/2015,3,1
CUST-OH-3469-1044,AGT-1633,CUST-OH-3469-1044,AGT-1633,MANAGED_BY,0.7989,0.7505,02/01/2015,08/01/2015,02/01/2015,2,1
CUST-IL-9854-8118,AGT-6617,CUST-IL-9854-8118,AGT-6617,MANAGED_BY,0.3605,0.3135,02/01/2015,01/01/2015,02/01/2015,4,1
