:START_ID,:END_ID,:TYPE,policy_bind_date,annual_premium,weight,connection_strength,first_seen_date,last_seen_date,event_time,interaction_count,shared_count
CUST-IL-4300-5740,POL-430029,HAS_POLICY,8/21/2006,1454.43,0.4848,0.4425,8/21/2006,8/21/2006,8/21/2006,1,1
CUST-IN-5291-2572,POL-529112,HAS_POLICY,1/8/1990,1240.47,0.4135,0.3415,1/8/1990,1/8/1990,1/8/1990,1,1
CUST-OH-9396-4688,POL-939631,HAS_POLICY,3/18/1990,1273.7,0.4246,0.3723,3/18/1990,3/18/1990,3/18/1990,1,1
CUST-IN-8669-6450,POL-866931,HAS_POLICY,1/7/2008,1123.87,0.3746,0.3295,1/7/2008,1/7/2008,1/7/2008,1,1
CUST-IL-5820-3991,POL-582011,HAS_POLICY,3/10/1997,1245.89,0.4153,0.4125,3/10/1997,3/10/1997,3/10/1997,1,1
CUST-OH-6911-5096,POL-691189,HAS_POLICY,1/10/2004,1326.62,0.4422,0.4377,1/10/2004,1/10/2004,1/10/2004,1,1
CUST-IL-5375-7959,POL-537546,HAS_POLICY,8/20/1994,1073.83,0.3579,0.3271,8/20/1994,8/20/1994,8/20/1994,1,1
CUST-IN-3949-8643,POL-394975,HAS_POLICY,6/2/2002,1530.52,0.5102,0.4498,6/2/2002,6/2/2002,6/2/2002,1,1
CUST-IN-7296-9369,POL-729634,HAS_POLICY,4/28/1994,1201.41,0.4005,0.3356,4/28/1994,4/28/1994,4/28/1994,1,1
CUST-OH-2821-6289,POL-282195,HAS_POLICY,8/17/2014,1393.57,0.4645,0.4036,8/17/2014,8/17/2014,8/17/2014,1,1
CUST-OH-4208-3967,POL-420810,HAS_POLICY,8/11/2007,1276.57,0.4255,0.3923,8/11/2007,8/11/2007,8/11/2007,1,1
CUST-IN-5248-8164,POL-524836,HAS_POLICY,11/20/2008,1082.49,0.3608,0.3312,11/20/2008,11/20/2008,11/20/2008,1,1
CUST-IN-3071-3298,POL-307195,HAS_POLICY,10/18/1995,1414.74,0.4716,0.4612,10/18/1995,10/18/1995,10/18/1995,1,1
CUST-IL-6236-2751,POL-623648,HAS_POLICY,5/19/1993,1470.06,0.49,0.4509,5/19/1993,5/19/1993,5/19/1993,1,1
CUST-OH-4853-1424,POL-485372,HAS_POLICY,2/26/2005,870.63,0.2902,0.2798,2/26/2005,2/26/2005,2/26/2005,1,1
CUST-IN-5985-4615,POL-598554,HAS_POLICY,2/14/1990,795.23,0.2651,0.2433,2/14/1990,2/14/1990,2/14/1990,1,1
CUST-IL-3039-4475,POL-303987,HAS_POLICY,9/30/1993,1168.2,0.3894,0.3689,9/30/1993,9/30/1993,9/30/1993,1,1
CUST-IL-3431-7644,POL-343161,HAS_POLICY,6/10/2014,993.51,0.3312,0.3174,6/10/2014,6/10/2014,6/10/2014,1,1
CUST-OH-5193-9664,POL-519312,HAS_POLICY,10/28/2008,1848.81,0.6163,0.5835,10/28/2008,10/28/2008,10/28/2008,1,1
CUST-OH-1329-5374,POL-132902,HAS_POLICY,4/24/2007,1641.73,0.5472,0.4649,4/24/2007,4/24/2007,4/24/2007,1,1
CUST-IN-3328-7266,POL-332867,HAS_POLICY,12/13/1993,1362.87,0.4543,0.3926,12/13/1993,12/13/1993,12/13/1993,1,1
CUST-IN-3565-8194,POL-356590,HAS_POLICY,8/17/2011,1239.22,0.4131,0.3762,8/17/2011,8/17/2011,8/17/2011,1,1
CUST-OH-3460-7641,POL-346002,HAS_POLICY,8/20/1990,835.02,0.2783,0.2492,8/20/1990,8/20/1990,8/20/1990,1,1
CUST-OH-5005-4829,POL-500533,HAS_POLICY,2/11/1994,1061.33,0.3538,0.3519,2/11/1994,2/11/1994,2/11/1994,1,1
CUST-IN-3482-6556,POL-348209,HAS_POLICY,2/22/1994,1279.08,0.4264,0.3885,2/22/1994,2/22/1994,2/22/1994,1,1
CUST-OH-4866-3937,POL-486676,HAS_POLICY,8/15/2011,1105.49,0.3685,0.329,8/15/2011,8/15/2011,8/15/2011,1,1
CUST-OH-2608-6592,POL-260845,HAS_POLICY,11/11/1998,1055.53,0.3518,0.3163,11/11/1998,11/11/1998,11/11/1998,1,1
CUST-OH-6570-2676,POL-657045,HAS_POLICY,12/4/1995,895.83,0.2986,0.2754,12/4/1995,12/4/1995,12/4/1995,1,1
CUST-IN-7611-8161,POL-761189,HAS_POLICY,12/28/2002,1632.93,0.5443,0.476,12/28/2002,12/28/2002,12/28/2002,1,1
CUST-IL-1751-5546,POL-175177,HAS_POLICY,4/15/2004,1405.99,0.4687,0.4482,4/15/2004,4/15/2004,4/15/2004,1,1
CUST-OH-1167-2873,POL-116700,HAS_POLICY,2/2/2001,1425.54,0.4752,0.3813,2/2/2001,2/2/2001,2/2/2001,1,1
CUST-OH-1662-4622,POL-166264,HAS_POLICY,1/12/2010,1038.09,0.346,0.2852,1/12/2010,1/12/2010,1/12/2010,1,1
CUST-IN-5279-8678,POL-527945,HAS_POLICY,4/14/1992,1307.11,0.4357,0.3708,4/14/1992,4/14/1992,4/14/1992,1,1
CUST-OH-6275-5951,POL-627540,HAS_POLICY,5/21/2010,1489.24,0.4964,0.4143,5/21/2010,5/21/2010,5/21/2010,1,1
CUST-OH-2794-4772,POL-279422,HAS_POLICY,10/27/2013,976.67,0.3256,0.2946,10/27/2013,10/27/2013,10/27/2013,1,1
CUST-OH-4842-1374,POL-484200,HAS_POLICY,10/12/1994,1340.43,0.4468,0.4349,10/12/1994,10/12/1994,10/12/1994,1,1
CUST-OH-6452-8839,POL-645258,HAS_POLICY,7/4/1997,1267.81,0.4226,0.3593,7/4/1997,7/4/1997,7/4/1997,1,1
CUST-IL-6946-4532,POL-694662,HAS_POLICY,2/15/2011,1234.2,0.4114,0.3791,2/15/2011,2/15/2011,2/15/2011,1,1
CUST-IN-9606-1450,POL-960680,HAS_POLICY,8/21/1994,1318.06,0.4394,0.3732,8/21/1994,8/21/1994,8/21/1994,1,1
CUST-IN-4981-8685,POL-498140,HAS_POLICY,5/15/1997,769.95,0.2566,0.2221,5/15/1997,5/15/1997,5/15/1997,1,1
CUST-OH-4988-3583,POL-498875,HAS_POLICY,10/26/1996,1514.72,0.5049,0.4648,10/26/1996,10/26/1996,10/26/1996,1,1
CUST-IL-7981-9969,POL-798177,HAS_POLICY,3/4/2006,873.64,0.2912,0.2764,3/4/2006,3/4/2006,3/4/2006,1,1
CUST-IL-6147-2766,POL-614763,HAS_POLICY,1/2/1991,1612.43,0.5375,0.5349,1/2/1991,1/2/1991,1/2/1991,1,1
CUST-IL-6793-6557,POL-679370,HAS_POLICY,8/15/1999,1318.24,0.4394,0.4042,8/15/1999,8/15/1999,8/15/1999,1,1
CUST-IN-9588-4189,POL-958857,HAS_POLICY,1/15/1992,1226.83,0.4089,0.3398,1/15/1992,1/15/1992,1/15/1992,1,1
CUST-OH-6868-3386,POL-686816,HAS_POLICY,12/7/1999,1326.44,0.4421,0.3648,12/7/1999,12/7/1999,12/7/1999,1,1
CUST-IL-1277-4693,POL-127754,HAS_POLICY,6/6/1993,1136.83,0.3789,0.3039,6/6/1993,6/6/1993,6/6/1993,1,1
CUST-IL-9186-1951,POL-918629,HAS_POLICY,10/3/2000,1322.78,0.4409,0.3531,10/3/2000,10/3/2000,10/3/2000,1,1
CUST-IN-7314-4674,POL-731450,HAS_POLICY,12/29/2010,1483.25,0.4944,0.4021,12/29/2010,12/29/2010,12/29/2010,1,1
CUST-IL-3074-5686,POL-307447,HAS_POLICY,3/17/1990,1515.3,0.5051,0.4341,3/17/1990,3/17/1990,3/17/1990,1,1
CUST-IL-9921-7231,POL-992145,HAS_POLICY,3/1/2012,1075.18,0.3584,0.3335,3/1/2012,3/1/2012,3/1/2012,1,1
CUST-IN-9006-4322,POL-900628,HAS_POLICY,2/5/2006,1690.27,0.5634,0.5249,2/5/2006,2/5/2006,2/5/2006,1,1
CUST-IL-2352-1183,POL-235220,HAS_POLICY,11/1/2014,1352.83,0.4509,0.4028,11/1/2014,11/1/2014,11/1/2014,1,1
CUST-OH-7400-1200,POL-740019,HAS_POLICY,6/17/2009,1148.73,0.3829,0.3369,6/17/2009,6/17/2009,6/17/2009,1,1
CUST-IL-2468-5826,POL-246882,HAS_POLICY,9/20/1999,969.5,0.3232,0.3129,9/20/1999,9/20/1999,9/20/1999,1,1
CUST-IN-7976-7625,POL-797613,HAS_POLICY,10/19/1990,1463.82,0.4879,0.461,10/19/1990,10/19/1990,10/19/1990,1,1
CUST-IL-1934-6454,POL-193442,HAS_POLICY,8/5/1996,1474.17,0.4914,0.4859,8/5/1996,8/5/1996,8/5/1996,1,1
CUST-IL-3892-9642,POL-389238,HAS_POLICY,6/6/2001,1497.35,0.4991,0.4948,6/6/2001,6/6/2001,6/6/2001,1,1
CUST-OH-7601-9667,POL-760179,HAS_POLICY,3/25/2007,1427.14,0.4757,0.4096,3/25/2007,3/25/2007,3/25/2007,1,1
CUST-OH-9399-4419,POL-939905,HAS_POLICY,10/31/2013,1495.1,0.4984,0.4637,10/31/2013,10/31/2013,10/31/2013,1,1
CUST-IL-8728-8487,POL-872814,HAS_POLICY,6/13/1992,1141.62,0.3805,0.3217,6/13/1992,6/13/1992,6/13/1992,1,1
CUST-OH-6326-4983,POL-632627,HAS_POLICY,10/7/1990,1125.37,0.3751,0.3026,10/7/1990,10/7/1990,10/7/1990,1,1
CUST-IN-2834-6343,POL-283414,HAS_POLICY,12/28/1991,1207.36,0.4025,0.3449,12/28/1991,12/28/1991,12/28/1991,1,1
CUST-IL-1631-1570,POL-163161,HAS_POLICY,11/11/1998,1338.5,0.4462,0.4405,11/11/1998,11/11/1998,11/11/1998,1,1
CUST-IN-8533-8794,POL-853360,HAS_POLICY,6/26/2009,1074.07,0.358,0.2915,6/26/2009,6/26/2009,6/26/2009,1,1
CUST-OH-7768-6927,POL-776860,HAS_POLICY,1/11/2009,1337.56,0.4459,0.3835,1/11/2009,1/11/2009,1/11/2009,1,1
CUST-IN-1493-1648,POL-149367,HAS_POLICY,3/18/2003,1298.91,0.433,0.3478,3/18/2003,3/18/2003,3/18/2003,1,1
CUST-IL-3952-5034,POL-395269,HAS_POLICY,11/2/2012,1222.75,0.4076,0.3682,11/2/2012,11/2/2012,11/2/2012,1,1
CUST-IN-9811-9165,POL-981123,HAS_POLICY,5/4/2000,1059.52,0.3532,0.3232,5/4/2000,5/4/2000,5/4/2000,1,1
CUST-OH-1436-3428,POL-143626,HAS_POLICY,9/29/1999,1124.38,0.3748,0.3239,9/29/1999,9/29/1999,9/29/1999,1,1
CUST-IN-6483-1723,POL-648397,HAS_POLICY,3/9/1999,1110.37,0.3701,0.3628,3/9/1999,3/9/1999,3/9/1999,1,1
CUST-IL-1549-9239,POL-154982,HAS_POLICY,2/13/1991,1374.22,0.4581,0.4438,2/13/1991,2/13/1991,2/13/1991,1,1
CUST-OH-3305-9127,POL-330591,HAS_POLICY,8/5/1993,1103.58,0.3679,0.3289,8/5/1993,8/5/1993,8/5/1993,1,1
CUST-IL-3192-2977,POL-319232,HAS_POLICY,10/31/1997,1269.76,0.4233,0.3414,10/31/1997,10/31/1997,10/31/1997,1,1
CUST-OH-5316-5072,POL-531640,HAS_POLICY,4/21/2001,964.79,0.3216,0.2967,4/21/2001,4/21/2001,4/21/2001,1,1
CUST-IL-3680-7987,POL-368050,HAS_POLICY,1/8/2013,1167.3,0.3891,0.3451,1/8/2013,1/8/2013,1/8/2013,1,1
CUST-IL-2537-9894,POL-253791,HAS_POLICY,7/23/2009,1625.45,0.5418,0.4689,7/23/2009,7/23/2009,7/23/2009,1,1
CUST-IL-1557-9208,POL-155724,HAS_POLICY,2/20/1998,1394.43,0.4648,0.4342,2/20/1998,2/20/1998,2/20/1998,1,1
CUST-OH-8245-9757,POL-824540,HAS_POLICY,3/13/2008,1053.24,0.3511,0.3017,3/13/2008,3/13/2008,3/13/2008,1,1
CUST-IL-7173-3330,POL-717392,HAS_POLICY,8/20/1996,1040.75,0.3469,0.329,8/20/1996,8/20/1996,8/20/1996,1,1
CUST-IN-9657-2391,POL-965768,HAS_POLICY,7/27/2014,1302.4,0.4341,0.4052,7/27/2014,7/27/2014,7/27/2014,1,1
CUST-IL-4147-7746,POL-414779,HAS_POLICY,11/9/1992,1588.55,0.5295,0.4974,11/9/1992,11/9/1992,11/9/1992,1,1
CUST-IN-4282-1399,POL-428230,HAS_POLICY,6/4/2012,1399.26,0.4664,0.4008,6/4/2012,6/4/2012,6/4/2012,1,1
CUST-OH-5172-4318,POL-517240,HAS_POLICY,5/13/2001,1352.31,0.4508,0.3617,5/13/2001,5/13/2001,5/13/2001,1,1
CUST-IL-4698-6679,POL-469874,HAS_POLICY,9/17/2011,1139.0,0.3797,0.3509,9/17/2011,9/17/2011,9/17/2011,1,1
CUST-IN-7184-3887,POL-718428,HAS_POLICY,7/15/2011,1397.67,0.4659,0.4388,7/15/2011,7/15/2011,7/15/2011,1,1
CUST-IN-6202-9905,POL-620215,HAS_POLICY,7/27/2005,823.17,0.2744,0.2278,7/27/2005,7/27/2005,7/27/2005,1,1
CUST-OH-6186-5385,POL-618659,HAS_POLICY,10/18/2005,965.13,0.3217,0.2907,10/18/2005,10/18/2005,10/18/2005,1,1
CUST-IL-6490-3487,POL-649082,HAS_POLICY,1/19/1996,1922.84,0.6409,0.5427,1/19/1996,1/19/1996,1/19/1996,1,1
CUST-OH-4375-7738,POL-437573,HAS_POLICY,9/29/2005,1624.82,0.5416,0.5234,9/29/2005,9/29/2005,9/29/2005,1,1
CUST-IN-9646-7635,POL-964657,HAS_POLICY,2/18/1997,1277.25,0.4258,0.3433,2/18/1997,2/18/1997,2/18/1997,1,1
CUST-IL-9325-3204,POL-932502,HAS_POLICY,5/11/2010,1439.34,0.4798,0.4733,5/11/2010,5/11/2010,5/11/2010,1,1
CUST-IL-4345-5887,POL-434507,HAS_POLICY,2/6/2009,1281.27,0.4271,0.4265,2/6/2009,2/6/2009,2/6/2009,1,1
CUST-IL-9352-9121,POL-935277,HAS_POLICY,7/9/2013,1348.83,0.4496,0.3982,7/9/2013,7/9/2013,7/9/2013,1,1
CUST-IL-7560-7397,POL-756054,HAS_POLICY,6/6/1992,1198.15,0.3994,0.3948,6/6/1992,6/6/1992,6/6/1992,1,1
CUST-OH-6823-4130,POL-682387,HAS_POLICY,3/8/1998,1221.22,0.4071,0.334,3/8/1998,3/8/1998,3/8/1998,1,1
CUST-IL-4566-4686,POL-456604,HAS_POLICY,3/29/2004,968.74,0.3229,0.3192,3/29/2004,3/29/2004,3/29/2004,1,1
CUST-IN-1398-1214,POL-139872,HAS_POLICY,6/1/2006,1220.71,0.4069,0.371,6/1/2006,6/1/2006,6/1/2006,1,1
CUST-IN-3541-5097,POL-354105,HAS_POLICY,6/8/1994,1238.62,0.4129,0.3816,6/8/1994,6/8/1994,6/8/1994,1,1
CUST-IL-1654-7467,POL-165485,HAS_POLICY,2/12/1998,1320.75,0.4402,0.3632,2/12/1998,2/12/1998,2/12/1998,1,1
CUST-OH-5150-6951,POL-515050,HAS_POLICY,11/16/2000,990.98,0.3303,0.3262,11/16/2000,11/16/2000,11/16/2000,1,1
CUST-IL-7956-8117,POL-795686,HAS_POLICY,10/24/2004,1398.51,0.4662,0.4606,10/24/2004,10/24/2004,10/24/2004,1,1
CUST-OH-3959-6040,POL-395983,HAS_POLICY,11/8/2009,1355.08,0.4517,0.4361,11/8/2009,11/8/2009,11/8/2009,1,1
CUST-IL-1195-1770,POL-119513,HAS_POLICY,9/21/1996,1384.51,0.4615,0.4195,9/21/1996,9/21/1996,9/21/1996,1,1
CUST-OH-2179-6522,POL-217938,HAS_POLICY,7/16/1995,847.03,0.2823,0.2808,7/16/1995,7/16/1995,7/16/1995,1,1
CUST-OH-2039-1397,POL-203914,HAS_POLICY,6/9/2001,1000.06,0.3334,0.3212,6/9/2001,6/9/2001,6/9/2001,1,1
CUST-IL-5651-3292,POL-565157,HAS_POLICY,10/6/2002,1046.71,0.3489,0.3244,10/6/2002,10/6/2002,10/6/2002,1,1
CUST-IN-9041-7071,POL-904191,HAS_POLICY,7/14/1997,1158.03,0.386,0.375,7/14/1997,7/14/1997,7/14/1997,1,1
CUST-OH-4195-3121,POL-419510,HAS_POLICY,11/11/1994,1372.27,0.4574,0.4027,11/11/1994,11/11/1994,11/11/1994,1,1
CUST-OH-5750-2758,POL-575000,HAS_POLICY,6/23/2012,1053.04,0.351,0.29,6/23/2012,6/23/2012,6/23/2012,1,1
CUST-OH-1204-2516,POL-120485,HAS_POLICY,2/18/2007,1275.39,0.4251,0.3404,2/18/2007,2/18/2007,2/18/2007,1,1
CUST-OH-7811-7991,POL-781181,HAS_POLICY,6/27/2005,1402.75,0.4676,0.4184,6/27/2005,6/27/2005,6/27/2005,1,1
CUST-IN-2997-6634,POL-299796,HAS_POLICY,9/29/1999,1344.36,0.4481,0.3911,9/29/1999,9/29/1999,9/29/1999,1,1
CUST-IN-5897-7726,POL-589749,HAS_POLICY,5/14/2006,1197.71,0.3992,0.3695,5/14/2006,5/14/2006,5/14/2006,1,1
CUST-OH-8540-6389,POL-854021,HAS_POLICY,4/29/2010,1203.24,0.4011,0.3211,4/29/2010,4/29/2010,4/29/2010,1,1
CUST-IN-4540-1389,POL-454086,HAS_POLICY,11/10/1992,1152.4,0.3841,0.3546,11/10/1992,11/10/1992,11/10/1992,1,1
CUST-IN-1394-1842,POL-139484,HAS_POLICY,7/24/1999,1142.62,0.3809,0.3359,7/24/1999,7/24/1999,7/24/1999,1,1
CUST-OH-6788-6334,POL-678849,HAS_POLICY,2/22/1992,1332.07,0.444,0.4384,2/22/1992,2/22/1992,2/22/1992,1,1
CUST-OH-3469-1044,POL-346940,HAS_POLICY,9/13/2002,1166.54,0.3888,0.3445,9/13/2002,9/13/2002,9/13/2002,1,1
CUST-IL-9854-8118,POL-985436,HAS_POLICY,8/9/2003,1495.06,0.4984,0.4319,8/9/2003,8/9/2003,8/9/2003,1,1
CUST-IN-2374-7775,POL-237418,HAS_POLICY,12/4/2007,1337.92,0.446,0.3996,12/4/2007,12/4/2007,12/4/2007,1,1
CUST-OH-3357-3879,POL-335780,HAS_POLICY,7/22/2002,1587.96,0.5293,0.5036,7/22/2002,7/22/2002,7/22/2002,1,1
CUST-IL-4913-8366,POL-491392,HAS_POLICY,7/3/1992,1362.29,0.4541,0.4225,7/3/1992,7/3/1992,7/3/1992,1,1
CUST-IL-1408-7229,POL-140880,HAS_POLICY,3/29/2005,1448.84,0.4829,0.4571,3/29/2005,3/29/2005,3/29/2005,1,1
CUST-IN-9625-2281,POL-962591,HAS_POLICY,3/16/2008,1241.97,0.414,0.411,3/16/2008,3/16/2008,3/16/2008,1,1
CUST-IL-9225-3711,POL-922565,HAS_POLICY,5/23/1999,1124.6,0.3749,0.3217,5/23/1999,5/23/1999,5/23/1999,1,1
CUST-OH-2885-7334,POL-288580,HAS_POLICY,11/22/2012,1079.92,0.36,0.349,11/22/2012,11/22/2012,11/22/2012,1,1
CUST-IL-1542-2132,POL-154280,HAS_POLICY,1/29/1993,1447.78,0.4826,0.416,1/29/1993,1/29/1993,1/29/1993,1,1
CUST-IN-4259-5216,POL-425973,HAS_POLICY,2/11/2003,1229.16,0.4097,0.3929,2/11/2003,2/11/2003,2/11/2003,1,1
CUST-IL-4771-9072,POL-477177,HAS_POLICY,8/15/1990,1226.49,0.4088,0.3522,8/15/1990,8/15/1990,8/15/1990,1,1
CUST-IN-6485-2635,POL-648509,HAS_POLICY,3/6/2010,897.89,0.2993,0.2549,3/6/2010,3/6/2010,3/6/2010,1,1
CUST-IN-9148-2318,POL-914815,HAS_POLICY,9/27/1990,1706.79,0.5689,0.536,9/27/1990,9/27/1990,9/27/1990,1,1
CUST-IL-2490-5947,POL-249048,HAS_POLICY,6/17/2005,1254.18,0.4181,0.3611,6/17/2005,6/17/2005,6/17/2005,1,1
CUST-IN-1443-4729,POL-144323,HAS_POLICY,9/14/2001,885.08,0.295,0.2929,9/14/2001,9/14/2001,9/14/2001,1,1
CUST-IL-6518-4841,POL-651861,HAS_POLICY,1/7/2011,1046.58,0.3489,0.3249,1/7/2011,1/7/2011,1/7/2011,1,1
CUST-OH-1253-6733,POL-125324,HAS_POLICY,9/13/2003,1712.68,0.5709,0.5118,9/13/2003,9/13/2003,9/13/2003,1,1
CUST-IL-3981-7247,POL-398102,HAS_POLICY,10/24/1997,1097.71,0.3659,0.338,10/24/1997,10/24/1997,10/24/1997,1,1
CUST-IN-5140-7970,POL-514065,HAS_POLICY,1/4/2009,1363.77,0.4546,0.441,1/4/2009,1/4/2009,1/4/2009,1,1
CUST-OH-3916-4980,POL-391652,HAS_POLICY,10/12/1998,1382.88,0.461,0.3777,10/12/1998,10/12/1998,10/12/1998,1,1
CUST-OH-9221-9204,POL-922167,HAS_POLICY,2/23/1993,1141.35,0.3804,0.3083,2/23/1993,2/23/1993,2/23/1993,1,1
